,ticker,hurst_exponent,althurstlst,number_of_hours
0,BTCUSDT,0.6925975409919419,0.4859908427042216,20356
1,TOMOBTC,0.6146838932242875,0.415806019923309,2751
2,ATOMBTC,0.729169576577779,0.5357680164553186,5550
3,MATICBTC,0.7908052077791482,0.5032362163197154,5611
4,BNBBTC,1.0011224477618186,0.5096811609823798,21172
